x,y,z,res_1
3.745401188473625,2.6170568373590597,5.719958782835928,26.754208745349157
9.50714306409916,2.469787990719998,8.054323292999863,15.46294203261162
7.319939418114051,9.062545805210366,7.60160929790159,69.54010436187745
5.986584841970366,2.495461998495061,1.5389990469377368,20.95319982706578
1.5601864044243652,2.71949726128631,1.492494697414739,21.773560382128856
1.5599452033620265,7.593982624179637,2.6817436774491332,49.768682712873
0.5808361216819946,4.4973984245054,3.610747263410372,27.58974686094029
8.661761457749352,7.767105569551812,4.084555814084826,61.40679086125975
6.011150117432088,0.6536615756438524,6.796972168333452,15.393720215858862
7.080725777960454,4.875711936733843,0.566804321658354,37.54096353409187
0.20584494295802447,0.3361360018328263,0.34672704226066386,7.217082946041307
9.699098521619943,0.6265320345535452,3.9191056294390902,-2.828890844487074
8.324426408004218,9.06437453344411,6.971636921379805,71.08523579401668
2.1233911067827616,1.3924537111759516,1.9343534295648257,16.994603950345343
1.8182496720710062,5.324206822752171,6.415044812562517,36.598265663609844
1.8340450985343382,4.110956026007066,2.5982813794029944,30.031283340290674
3.0424224295953772,3.4734332625884266,8.860861088135163,31.845658804624367
5.247564316322379,8.998333456872725,8.956899442666165,64.93296603789098
4.319450186421157,0.218233967754895,2.9728720428132647,12.205537021815742
2.9122914019804194,6.637896861755891,2.2999375396324053,48.72762980833099
6.118528947223795,9.633944342135504,4.113039720662313,77.72681563171521
1.3949386065204183,5.60168183461842,2.405315851801487,36.87915103568515
2.9214464853521815,9.368224620330919,6.723838432917036,63.27478704144126
3.663618432936917,0.5225787928602377,8.260646845482855,21.550125389946427
4.56069984217036,4.187933190741614,6.73092130911217,35.075254494704396
7.851759613930136,2.6015779096205116,8.243504472493495,22.177092166112093
1.9967378215835974,7.3082096498072975,3.9699216220747413,48.79620275814865
5.142344384136116,9.812970904972467,1.5631697070886086,81.36042342086746
5.924145688620425,2.565300624442478,7.379509473975921,25.397412102028557
0.46450412719997725,6.5417460147407445,3.604745051415539,37.56696500147482
6.075448519014383,1.9809763275974013,6.712708252291325,21.83591819724039
1.7052412368729153,5.653302545716099,2.7064394198176567,38.51232725088744
0.6505159298527952,4.639324866883362,0.8122963480667267,28.341098940994165
9.488855372533333,9.72005329631537,9.925817954877633,72.77082792367449
9.656320330745594,6.085272726964666,1.5620150793059928,44.10291131207791
8.08397348116461,3.495063720868188,9.884209939634811,27.48065383172576
3.0461376917337066,1.1409578488793337,9.772799325664472,25.667826102690693
0.9767211400638387,1.5124682873493456,7.938181039080396,22.03074210860786
6.842330265121569,2.2531692995123507,6.594229620819975,21.272143010407632
4.4015249373960135,2.50966661340298,5.778070502510847,26.045066173850117
1.2203823484477883,8.506160578411379,8.661015453778347,47.9194227279957
4.951769101112702,5.612227882825249,2.894395216194879,44.42921913331255
0.34388521115218396,5.233909113743664,4.67681212484877,29.535769569433146
9.093204020787821,1.1476887186921747,6.193899693665019,6.529347346509808
2.587799816000169,8.60139693349435,4.1119047586949105,59.87801817213312
6.62522284353982,7.228143032084837,4.27486454090268,57.12204545881179
3.1171107608941098,0.6766836190000158,3.3028466750208443,15.674333293002675
5.200680211778108,7.078350972297686,5.64231816684536,53.50908477429908
5.4671027934327965,5.4353821734264605,8.50574528015116,42.48615275103265
1.8485445552552704,0.8172534574677826,2.0152837800631285,14.40361660353307
9.695846277645586,4.583006415286564,9.344330387534415,29.76114044507003
7.7513282336111455,4.8469628713004695,6.8908765374822964,36.20000657866082
9.394989415641891,1.6577454016327575,8.232732126800302,11.307892297646607
8.948273504276488,9.456981470002823,5.561906926300116,76.14705239736591
5.978999788110851,8.49975371480662,7.795167014240635,63.7955669316908
9.218742350231167,6.690223373291083,0.1620039733946721,52.02228906292779
0.884925020519195,4.622955610006072,8.183804247795353,29.718291449109078
