x,y,z,res
8,50,16,9103.958037
39,31,18,6766.715363
15,33,12,7743.102783
19,15,1,931669951.2
34,8,27,365.804253
9,8,12,140.236851
44,24,26,2657.976472
22,3,48,70.25663429
46,10,18,801.7381394
22,45,10,89116.95999
47,40,11,71352.7163
29,38,20,7367.855675
5,47,35,900.0431053
26,2,31,55.46542467
15,22,46,532.3778726
35,32,33,2953.602628
11,40,22,2710.684717
5,9,40,56.35452223
20,9,39,226.7223365
20,48,29,5024.622965
17,26,21,1524.474623
18,46,35,3081.891678
20,24,28,1131.080852
36,2,2,195.7162916
40,46,47,4896.344841
26,41,10,64322.74658
42,5,31,246.7554717
9,25,9,3618.729151
43,49,32,9742.669293
42,28,28,3196.69943
47,31,49,2742.946173
40,5,10,329.7442541
9,29,49,471.7065811
31,28,20,3519.913571
21,9,12,400.1130031
36,11,18,729.6210738
31,44,39,4214.903461
28,43,38,3733.060081
7,30,2,686493648.2
24,18,1,28365106667
8,36,34,830.2974496
22,23,36,958.5536734
36,22,19,2521.113955
14,5,38,79.84395676
29,40,44,2879.195498
14,1,41,14.34566167
16,4,47,69.6853052
15,26,14,2498.109679
44,4,26,205.2708135
40,37,49,3149.186384
40,17,19,1663.75045
15,36,7,92450.28157
42,2,5,125.3132746
11,40,24,2329.575622
11,31,40,740.1719154
3,48,43,439.6998651
30,29,14,6904.452574
36,3,34,117.9624698
31,34,32,3049.850125
30,45,15,27115.47485
39,50,21,21089.63639
47,34,18,10566.00462
31,27,22,2855.770028
21,40,10,45862.44603
1,28,46,51.46490723
45,25,36,2252.920738
13,23,17,1156.767493
31,4,24,146.4886912
18,34,18,4046.554962
22,32,16,5201.895494
14,31,10,9633.910856
39,35,41,3205.32332
5,23,14,594.5407574
49,25,23,3632.413727
12,35,21,2223.685821
26,31,6,141315.5213
8,6,43,55.18746779
42,21,33,1666.62465
47,20,19,2693.270287
40,49,23,16500.31144
19,6,47,129.5229419
8,34,33,762.1208178
45,3,3,366.9680468
26,39,1,8.78057E+19
43,48,35,8134.17579
4,41,40,457.0836555
6,15,16,229.8230512
44,41,24,9957.636607
18,39,29,2693.942439
23,50,6,4784301.306
29,49,23,11962.72579
7,13,10,333.9059968
20,33,17,4598.182086
13,3,7,59.86745736
2,44,8,21532.89004
28,39,9,83208.05938
24,19,48,677.4434921
36,40,35,4515.42926
40,10,28,571.696013
17,40,29,2701.069658
40,20,37,1373.547747
30,23,22,1962.836977
31,4,9,193.3933137
35,29,26,3096.502435
34,31,6,184797.2202
13,36,4,3792243.278
13,6,50,87.94475442
23,40,45,2237.831418
26,13,32,507.3980964
7,11,37,103.6585909
33,3,45,105.8249715
36,16,18,1401.077062
35,8,32,359.5271167
23,26,47,1039.798521
48,28,25,4119.164049
27,48,13,52018.02485
39,5,24,240.1666103
44,15,27,1150.319939
26,12,19,586.7402016
26,12,41,418.0855659
27,44,45,3158.347661
48,12,26,913.831429
33,21,15,2810.253577
26,45,45,3180.389739
12,48,42,1806.171704
34,29,48,1804.110626
43,16,28,1218.306927
32,35,47,2358.461587
31,31,29,2798.782909
17,19,24,712.8841964
40,41,31,6155.074644
20,40,27,3519.566857
50,18,49,1299.508899
2,8,8,43.49250926
22,38,27,3415.352612
37,13,20,921.3751388
36,23,8,14676.65117
47,40,18,17348.29098
23,16,3,76222.82759
50,28,12,14437.1619
38,16,7,5978.285904
3,35,2,4181602362
42,33,2,20305897129
44,39,44,4163.514867
41,10,50,500.7751308
45,30,34,3262.381772
50,14,21,1363.413829
25,11,20,476.6445799
29,21,19,1839.191636
48,18,49,1247.528543
39,13,22,915.4539793
30,48,40,4780.968369
6,18,50,154.7995768
1,25,5,3710.328978
13,2,26,28.07893399
21,24,40,918.3478754
33,44,15,27283.31245
24,11,22,435.2624155
4,18,11,369.8249388
7,43,43,818.2028304
5,12,21,106.2476971
11,46,32,2130.339572
40,35,36,3701.338307
50,38,13,35337.00833
4,38,44,360.5089866
46,38,19,12916.07006
47,25,41,2161.979517
15,11,11,448.5165017
12,31,49,700.3266825
44,10,5,3251.184684
23,4,27,106.6909914
44,33,39,3384.126296
13,24,12,2305.385503
2,30,40,127.020001
35,29,47,1881.200034
29,28,49,1437.885501
1,16,20,35.60865486
46,28,15,8329.115719
44,17,22,1619.917095
40,23,3,1965073.755
41,25,6,66112.59539
5,24,15,594.3638909
15,10,44,188.2758211
37,33,4,4673531.128
7,22,10,1389.852079
40,26,32,2343.676179
15,42,20,5144.687045
30,25,31,1679.959256
47,40,13,40780.12595
6,13,41,107.1020371
11,13,40,197.9163824
4,24,12,709.3493855
42,10,5,3103.403562
32,17,44,800.5611211
20,27,18,2420.112098
33,30,9,27751.30865
20,15,13,951.1089585
39,21,22,2127.344013
30,10,25,447.5474093
28,49,14,45434.40009
11,42,28,2070.54035
4,14,31,87.96725069
6,4,21,29.03581363
39,12,45,611.0232205
50,38,13,35337.00833
35,17,40,910.1062997
34,50,13,79581.53529
7,11,48,96.83147424
40,27,9,21692.37988
34,40,33,4570.42369
40,4,3,606.9868631
45,37,25,7314.254559
48,17,35,1326.273807
44,23,11,8189.37565
50,1,5,61.07013791
38,37,3,319362508.5
25,39,12,25145.58142
46,14,47,867.4614446
38,27,18,4598.212986
16,45,35,2604.420565
28,14,45,535.0568222
47,36,8,152308.9862
42,10,8,1465.944042
29,6,42,200.7203091
43,14,12,1933.184867
6,27,11,1885.864829
37,11,32,573.9619962
12,40,9,40873.2277
44,50,22,21352.83746
46,18,50,1186.796755
33,48,12,86483.46965
37,8,22,425.8110988
26,35,22,4466.470107
45,24,20,3585.726277
10,24,41,430.9554744
44,28,1,1.78179E+15
44,42,24,10634.50575
46,35,29,5382.380405
4,11,32,62.04994554
37,13,10,1764.931697
38,34,39,3089.428978
45,24,10,11905.03049
39,41,48,3756.715733
14,27,35,817.5587512
43,15,2,1166187.357
13,24,4,125869.7836
47,9,42,524.0871008
45,29,8,48969.76372
50,25,25,3397.852286
44,19,28,1647.806093
18,16,10,1426.473338
42,4,26,195.940322
41,11,41,589.7861552
22,1,49,22.45359234
9,37,36,930.6844356
39,20,34,1404.630017
22,5,34,127.4264314
27,21,10,4630.21834
13,33,25,1605.927771
50,41,29,8428.618643
37,16,11,2535.261558
4,6,4,107.5605377
1,35,13,516.7998973
27,38,23,5353.987764
50,46,2,22413047926373
29,49,44,4327.531178
5,4,34,22.49694073
28,8,18,349.3556635
29,16,1,4123155282
5,27,13,1077.28348
43,11,1,28320469.03
15,48,6,2146289.751
45,26,5,212088.523
42,26,23,3381.926982
36,4,30,164.5388369
43,23,22,2813.399667
28,15,50,566.9406992
17,30,49,940.7294864
14,11,38,205.7015407
22,44,9,128556.1401
37,23,28,1934.957613
28,38,44,2523.562906
22,7,40,183.4519174
22,1,21,23.07296304
36,1,49,36.74224201
26,2,47,54.26052105
11,24,8,5302.581748
50,1,4,64.20127083
19,27,3,4156882.055
6,2,26,12.95950799
38,50,27,12106.05497
4,44,28,847.1794744
16,27,36,914.5440072
24,6,24,184.89966
5,41,4,5797921.094
39,30,33,2904.016149
2,31,9,1942.204272
43,22,32,1881.345646
48,28,12,13859.67543
22,7,34,189.2057326
21,4,1,4586.244603
30,49,17,26248.67055
42,23,23,2625.860246
43,23,14,5113.050514
3,18,11,277.3687041
29,1,37,29.79447153
18,43,46,1971.114667
22,6,44,151.2850127
13,15,19,429.4362246
19,16,12,1153.27504
17,32,13,6377.221044
28,19,7,8029.914856
27,36,38,2506.704511
5,29,14,1150.742096
13,50,45,1974.525655
19,39,35,2258.116504
49,9,1,3573460.012
10,10,47,123.7095084
45,1,10,49.73269131
7,47,47,894.3147216
40,10,28,571.696013
49,10,41,625.3477094
29,10,42,367.9607081
10,48,32,2151.210754
17,13,43,299.0133684
43,22,13,5138.673552
14,11,25,239.1169117
24,12,40,388.7593366
9,1,2,14.83849144
4,2,38,8.432329941
48,48,12,125794.1377
28,33,27,3136.724225
30,47,47,3832.777378
29,33,48,1903.221758
47,47,9,409428.4434
2,7,43,16.47506503
36,31,11,18688.95452
31,44,3,3194969904
40,9,22,541.9614864
29,11,9,1082.916697
35,4,27,162.3558564
15,24,9,5181.089794
10,2,25,21.66574135
19,34,14,7327.362682
41,17,15,2164.876823
1,18,34,30.56279815
19,34,10,19356.80863
16,8,39,157.1433536
19,5,34,110.0500998
24,1,20,25.23050631
28,3,44,89.9270348
11,41,18,4399.495337
39,15,50,789.6674024
33,5,37,188.8740912
10,30,10,6025.661077
24,5,30,141.7632495
7,21,41,245.3357569
3,37,37,301.729283
21,29,34,1429.041822
49,45,4,169520223.1
50,13,6,5673.939936
14,41,22,3700.657405
47,25,50,1937.247493
44,43,34,6701.56012
34,32,13,12754.44209
45,18,10,4900.214446
42,25,42,1904.135804
41,9,13,737.3807176
49,40,19,16090.15559
29,31,13,9758.543328
1,49,28,281.9755311
30,47,24,9993.381638
28,9,49,302.8090948
50,22,5,89595.95553
8,27,41,417.3040084
15,22,9,3802.968021
34,21,19,2156.293642
27,27,14,5015.283156
17,31,39,1166.860798
50,32,41,3492.058653
22,5,28,131.5059101
22,38,38,2272.483609
34,49,40,5671.340694
22,42,18,9528.526855
36,35,49,2573.836109
7,17,13,440.0180729
44,1,22,46.04615115
39,40,25,7726.730582
24,10,46,298.2792797
31,32,22,4248.276124
29,38,36,3166.675395
18,41,32,2657.640092
19,33,32,1758.464986
36,10,43,454.2565702
10,29,49,524.1184234
2,44,30,381.4590407
13,44,11,31230.14182
22,42,39,2712.524821
41,19,46,1177.388965
30,20,6,16818.97494
39,36,28,5078.620102
16,24,28,904.8646819
44,10,50,537.4172136
44,29,5,421462.2384
19,5,14,135.7778031
19,21,19,1204.987623
39,12,12,1272.155896
28,42,19,10725.72611
8,12,33,138.1008969
9,48,29,2261.080334
34,50,32,8110.246409
46,27,20,4790.922509
7,34,6,68798.50819
32,19,14,2362.126943
43,18,41,1200.623476
9,27,47,431.6130755
24,13,27,504.9627526
46,9,11,938.2794183
40,42,10,112033.0361
45,44,2,7098127435341
17,28,28,1293.90215
38,10,26,558.2386937
5,33,14,1742.521238
13,38,3,156599505.5
46,46,8,664827.4372
33,39,20,9045.920916
27,3,23,92.28521433
15,7,25,138.9286303
50,44,3,5153177265
29,41,50,2699.624307
43,2,32,91.54652347
18,22,21,1128.938691
20,46,45,2557.01513
5,43,8,46427.07255
8,4,37,35.65338206
22,21,1,609292869331
20,43,16,12637.60775
14,11,3,6024.677736
3,12,14,84.83106393
7,8,1,166933.6473
39,46,49,4586.986506
30,49,30,7527.74655
3,13,30,60.15322034
33,28,32,2216.560772
2,7,48,16.19804673
35,39,3,603894280.1
4,50,48,566.7872615
23,7,20,228.4698753
10,20,41,325.7474033
24,1,8,27.19556287
12,27,38,659.3601081
25,18,6,9038.491615
6,38,32,747.5832191
26,30,19,3782.881456
46,4,27,213.3819827
37,37,14,19238.96576
28,46,17,19278.16254
10,18,43,273.5710865
29,42,27,5770.540353
41,47,21,18066.50421
37,46,17,25474.71478
48,24,43,2013.02607
3,9,42,33.45236813
15,48,46,2044.13393
10,20,29,398.6056327
12,42,12,16690.18779
49,39,46,4461.355984
35,44,25,8951.153587
50,32,32,4349.250926
42,2,30,89.79088488
38,34,4,6349881.342
37,36,42,3138.749365
20,1,19,21.08082485
35,24,19,2970.720475
38,32,18,7194.699406
5,15,16,191.5192094
34,14,13,1397.361272
12,12,17,291.6911837
5,4,25,23.47021742
27,48,46,3679.441075
50,46,9,381465.4313
44,6,22,346.7750767
3,22,13,358.5121083
39,43,34,5940.019197
2,7,4,80.56443746
13,15,20,412.8150032
4,5,19,26.02064258
24,9,37,275.4818238
28,25,3,2912183.404
30,17,12,2102.910029
21,26,17,2520.041731
5,12,29,90.75264926
3,19,27,115.2098181
22,43,24,5675.473277
4,2,16,9.065187625
25,19,44,731.5261629
33,26,9,15421.11554
42,5,5,570.839184
23,11,14,555.0752968
27,42,9,120592.5939
7,40,10,15287.48201
2,29,33,139.6627921
6,9,32,71.53837697
9,1,25,9.367296968
12,36,10,15810.43728
48,20,39,1603.195008
17,8,43,163.8090463
4,18,27,140.236851
4,26,27,272.4224161
50,3,1,3012.830538
16,31,19,2535.522157
44,9,13,791.3354043
10,2,21,21.9984142
37,30,21,4631.734611
28,27,3,6125931.449
45,48,39,7395.54249
38,18,30,1246.329259
16,12,10,637.4624492
25,24,44,1035.235484
16,1,30,16.54232182
34,35,39,2919.432373
36,5,24,221.6922556
18,26,28,1184.457004
40,39,4,26760596.94
46,39,50,3913.561244
22,40,36,2673.203964
8,3,16,28.94952599
2,31,44,125.4214717
28,12,44,441.3500976
38,50,29,10654.601
28,5,25,170.9963861
31,14,6,4475.52019
9,6,13,85.67169646
28,30,27,2551.694693
39,16,26,1154.629721
47,10,47,581.4346897
10,47,31,2140.643421
2,19,22,90.12724664
30,34,46,2135.996029
13,22,21,815.3446102
32,6,33,230.2840516
7,32,24,849.7816084
29,5,41,163.806354
10,38,46,868.0577192
35,41,16,18609.36315
17,32,6,112677.2234
20,45,24,5868.737208
7,1,46,7.153840029
13,35,39,1116.253554
47,15,41,1016.429689
5,22,48,173.9579667
44,23,26,2451.117285
30,48,6,4292579.501
36,49,35,7153.372742
